order_id,sku,customer_id,customer_name,qty,priority,create_time,due_time,actual_completion_time,estimated_proc_hours,status,machine_type,family
WO-2024-005627,LFR-015,C010,极氪,286,P1,2024-01-31 13:00:00,2024-02-02 20:00:00,2024-02-02 21:48:19,0.53,已完工,两板,LFR
WO-2024-005628,BUM-022,C001,东风彼欧,110,P2,2024-03-31 09:00:00,2024-04-06 14:00:00,2024-04-06 12:43:33,0.32,已完工,油压,BUM
WO-2024-005629,DUO-024,C002,本田技研,743,P0,2024-06-26 15:00:00,2024-06-28 06:00:00,2024-06-28 01:28:50,13.0,已完工,双色,DUO
WO-2025-005630,CUP-011,C013,问界,230,P1,2025-01-20 10:00:00,2025-01-23 12:00:00,2025-01-23 11:17:20,0.48,已完工,全电动,CUP
WO-2024-005631,LRB-012,C009,路特斯,204,P1,2024-03-03 09:00:00,2024-03-08 08:00:00,2024-03-08 11:49:17,0.15,已完工,两板,LRB
WO-2024-005632,WLC-021,C014,阿维塔,127,P0,2024-02-02 16:00:00,2024-02-03 12:00:00,2024-02-03 07:01:02,2.32,已完工,双色,WLC
WO-2024-005633,LFR-014,C006,小鹏汽车,103,P2,2024-06-01 09:00:00,2024-06-11 03:00:00,2024-06-10 17:52:08,0.22,已完工,两板,LFR
WO-2026-005634,LRB-021,C011,理想汽车,1291,P0,2026-01-02 12:00:00,2026-01-03 10:00:00,2026-01-02 23:57:19,7.31,已完工,两板,LRB
WO-2025-005635,TLP-023,C003,伟世通,218,P1,2025-02-15 13:00:00,2025-02-19 10:00:00,2025-02-18 22:25:08,0.76,已完工,双色,TLP
WO-2026-005636,HND-025,C020,采埃孚,479,P0,2026-01-16 12:00:00,2026-01-17 11:00:00,,2.92,待开工,油压,HND
WO-2024-005637,DUO-006,C001,东风彼欧,171,P2,2024-05-07 08:00:00,2024-05-16 00:00:00,2024-05-16 00:51:18,0.58,已完工,双色,DUO
WO-2025-005638,CUP-017,C020,采埃孚,216,P2,2025-10-17 11:00:00,2025-10-27 10:00:00,2025-10-27 14:16:48,0.37,已完工,全电动,CUP
WO-2024-005639,WLC-002,C002,本田技研,179,P0,2024-06-18 14:00:00,2024-06-20 03:00:00,2024-06-20 05:36:17,0.6,已完工,双色,WLC
WO-2024-005640,TLM-028,C006,小鹏汽车,155,P2,2024-11-01 10:00:00,2024-11-11 08:00:00,2024-11-11 04:42:43,0.28,已完工,油压,TLM
WO-2025-005641,WLC-013,C010,极氪,108,P1,2025-12-26 09:00:00,2025-12-29 05:00:00,2025-12-28 23:30:37,0.19,已完工,双色,WLC
WO-2024-005642,LFR-018,C011,理想汽车,355,P0,2024-10-14 18:00:00,2024-10-16 14:00:00,2024-10-16 09:45:24,1.08,已完工,两板,LFR
WO-2025-005643,CUP-017,C014,阿维塔,76,P2,2025-03-28 18:00:00,2025-04-06 16:00:00,2025-04-06 16:44:00,0.13,已完工,全电动,CUP
WO-2024-005644,LRB-002,C016,安波福,2000,P2,2024-07-04 11:00:00,2024-07-13 12:00:00,2024-07-13 11:48:01,4.92,已完工,两板,LRB
WO-2024-005645,BUM-005,C019,布雷博,184,P0,2024-12-10 14:00:00,2024-12-11 13:00:00,2024-12-11 14:24:13,0.69,已完工,油压,BUM
WO-2024-005646,HND-027,C013,问界,67,P1,2024-09-17 08:00:00,2024-09-20 18:00:00,2024-09-20 07:15:41,0.11,已完工,油压,HND
WO-2024-005647,HND-008,C006,小鹏汽车,200,P1,2024-08-19 18:00:00,2024-08-23 23:00:00,2024-08-23 20:23:05,0.22,已完工,油压,HND
WO-2024-005648,CUP-017,C009,路特斯,99,P2,2024-12-03 15:00:00,2024-12-09 17:00:00,,0.15,加工中,全电动,CUP
WO-2026-005649,TLP-021,C014,阿维塔,255,P2,2026-01-27 10:00:00,2026-02-02 13:00:00,2026-02-02 16:49:35,0.34,已完工,双色,TLP
WO-2024-005650,HND-024,C011,理想汽车,321,P1,2024-12-27 17:00:00,2024-12-29 20:00:00,2024-12-29 22:55:13,1.01,已完工,油压,HND
WO-2024-005651,HND-007,C004,佛吉亚,191,P2,2024-11-08 09:00:00,2024-11-13 12:00:00,2024-11-13 03:32:39,0.44,已完工,油压,HND
WO-2024-005652,HND-002,C012,蔚来汽车,205,P1,2024-09-22 14:00:00,2024-09-26 12:00:00,2024-09-26 01:00:55,0.81,已完工,油压,HND
WO-2025-005653,CUP-018,C011,理想汽车,82,P2,2025-07-17 11:00:00,2025-07-24 02:00:00,,0.05,加工中,全电动,CUP
WO-2024-005654,CUP-007,C011,理想汽车,70,P2,2024-06-21 14:00:00,2024-06-28 00:00:00,2024-06-28 01:26:13,0.11,已完工,全电动,CUP
WO-2024-005655,HND-007,C020,采埃孚,254,P0,2024-07-17 16:00:00,2024-07-19 00:00:00,2024-07-18 17:54:36,0.55,已完工,油压,HND
WO-2024-005656,TLM-027,C016,安波福,50,P0,2024-02-08 11:00:00,2024-02-09 08:00:00,,0.47,待开工,油压,TLM
WO-2025-005657,WLC-024,C002,本田技研,301,P0,2025-11-02 10:00:00,2025-11-03 23:00:00,2025-11-03 18:48:09,2.71,已完工,双色,WLC
WO-2025-005658,VEN-016,C007,零跑汽车,1561,P2,2025-02-13 10:00:00,2025-02-23 06:00:00,2025-02-23 02:57:01,6.7,已完工,全电动,VEN
WO-2024-005659,BUM-018,C003,伟世通,92,P1,2024-03-19 14:00:00,2024-03-23 20:00:00,2024-03-23 17:01:37,0.31,已完工,油压,BUM
WO-2024-005660,WLC-020,C015,马瑞利,62,P1,2024-09-16 16:00:00,2024-09-19 03:00:00,2024-09-18 18:49:25,0.15,已完工,双色,WLC
WO-2024-005661,LRB-022,C006,小鹏汽车,90,P2,2024-12-20 12:00:00,2024-12-25 14:00:00,,0.17,加工中,两板,LRB
WO-2026-005662,HND-004,C002,本田技研,50,P1,2026-01-11 14:00:00,2026-01-14 12:00:00,,0.64,待开工,油压,HND
WO-2024-005663,HND-001,C007,零跑汽车,63,P2,2024-02-17 18:00:00,2024-02-22 09:00:00,2024-02-21 22:14:56,0.17,已完工,油压,HND
WO-2025-005664,HND-019,C016,安波福,441,P1,2025-03-05 12:00:00,2025-03-08 08:00:00,2025-03-08 01:25:34,0.68,已完工,油压,HND
WO-2026-005665,VEN-010,C001,东风彼欧,50,P1,2026-01-26 11:00:00,2026-01-28 14:00:00,,0.32,加工中,全电动,VEN
WO-2025-005666,WLC-008,C009,路特斯,184,P1,2025-09-18 12:00:00,2025-09-20 14:00:00,2025-09-20 09:50:53,0.09,已完工,双色,WLC
WO-2024-005667,CUP-016,C008,岚图汽车,529,P1,2024-09-05 13:00:00,2024-09-07 22:00:00,2024-09-08 00:05:44,0.3,已完工,全电动,CUP
WO-2024-005668,HND-009,C009,路特斯,124,P1,2024-09-17 13:00:00,2024-09-21 18:00:00,2024-09-21 18:23:15,0.36,已完工,油压,HND
WO-2025-005669,TLM-022,C016,安波福,106,P1,2025-03-03 08:00:00,2025-03-07 06:00:00,2025-03-06 23:58:00,1.9,已完工,油压,TLM
WO-2024-005670,BUM-020,C006,小鹏汽车,50,P2,2024-01-10 13:00:00,2024-01-15 17:00:00,,0.12,已取消,油压,BUM
WO-2025-005671,LFR-009,C009,路特斯,166,P0,2025-10-04 17:00:00,2025-10-05 21:00:00,2025-10-06 00:17:36,0.23,已完工,两板,LFR
WO-2024-005672,CUP-019,C003,伟世通,95,P2,2024-05-06 12:00:00,2024-05-16 08:00:00,2024-05-16 03:16:32,0.61,已完工,全电动,CUP
WO-2024-005673,HND-011,C001,东风彼欧,58,P2,2024-04-16 12:00:00,2024-04-26 10:00:00,2024-04-26 03:13:00,0.46,已完工,油压,HND
WO-2024-005674,DRH-002,C010,极氪,89,P2,2024-08-21 08:00:00,2024-08-28 06:00:00,,0.08,待开工,全电动,DRH
WO-2025-005675,LRB-003,C007,零跑汽车,398,P1,2025-01-02 13:00:00,2025-01-05 02:00:00,2025-01-05 06:10:21,2.65,已完工,两板,LRB
WO-2025-005676,CUP-024,C016,安波福,122,P2,2025-04-23 10:00:00,2025-05-03 10:00:00,2025-05-03 02:18:04,0.92,已完工,全电动,CUP
WO-2025-005677,WLC-006,C018,李尔,92,P1,2025-01-08 17:00:00,2025-01-12 16:00:00,,0.69,待开工,双色,WLC
WO-2025-005678,VEN-008,C006,小鹏汽车,50,P1,2025-09-29 08:00:00,2025-10-03 14:00:00,2025-10-03 14:45:46,0.44,已完工,全电动,VEN
WO-2025-005679,BUM-024,C016,安波福,60,P1,2025-12-20 08:00:00,2025-12-24 17:00:00,2025-12-24 05:16:37,0.3,已完工,油压,BUM
WO-2025-005680,TLM-018,C009,路特斯,518,P2,2025-04-26 14:00:00,2025-05-02 04:00:00,2025-05-02 07:39:16,1.75,已完工,油压,TLM
WO-2025-005681,LFR-012,C017,麦格纳,57,P2,2025-11-27 18:00:00,2025-12-07 00:00:00,,0.46,待开工,两板,LFR
WO-2025-005682,TLP-010,C004,佛吉亚,58,P1,2025-01-21 13:00:00,2025-01-26 11:00:00,,0.13,加工中,双色,TLP
WO-2025-005683,CUP-025,C016,安波福,195,P1,2025-07-05 09:00:00,2025-07-08 06:00:00,2025-07-07 20:15:00,1.46,已完工,全电动,CUP
WO-2026-005684,DRH-010,C017,麦格纳,598,P1,2026-02-24 15:00:00,2026-02-28 19:00:00,,9.01,待开工,全电动,DRH
WO-2025-005685,DUO-022,C008,岚图汽车,103,P1,2025-04-26 14:00:00,2025-04-28 17:00:00,2025-04-28 15:25:50,0.15,已完工,双色,DUO
WO-2024-005686,LRB-012,C020,采埃孚,480,P0,2024-09-14 18:00:00,2024-09-16 04:00:00,2024-09-16 01:28:31,0.33,已完工,两板,LRB
WO-2026-005687,TLM-026,C017,麦格纳,278,P1,2026-01-26 17:00:00,2026-01-29 14:00:00,2026-01-29 13:33:01,0.36,已完工,油压,TLM
WO-2026-005688,WLC-023,C009,路特斯,106,P2,2026-02-16 14:00:00,2026-02-23 06:00:00,2026-02-23 07:54:09,0.27,已完工,双色,WLC
WO-2025-005689,BUM-024,C017,麦格纳,337,P1,2025-11-12 14:00:00,2025-11-16 18:00:00,2025-11-16 09:57:39,1.81,已完工,油压,BUM
WO-2024-005690,LFR-014,C020,采埃孚,339,P2,2024-04-03 14:00:00,2024-04-08 23:00:00,2024-04-08 19:46:01,0.82,已完工,两板,LFR
WO-2024-005691,WLC-023,C002,本田技研,322,P2,2024-03-18 17:00:00,2024-03-23 13:00:00,,0.86,已取消,双色,WLC
WO-2025-005692,WLC-019,C014,阿维塔,649,P2,2025-02-26 15:00:00,2025-03-05 01:00:00,2025-03-04 19:10:28,2.31,已完工,双色,WLC
WO-2026-005693,LFR-004,C001,东风彼欧,584,P1,2026-03-16 12:00:00,2026-03-21 10:00:00,,1.5,待开工,两板,LFR
WO-2026-005694,TLP-003,C017,麦格纳,132,P2,2026-04-07 09:00:00,2026-04-12 17:00:00,2026-04-12 06:18:28,0.56,已完工,双色,TLP
WO-2025-005695,BUM-018,C018,李尔,310,P2,2025-05-15 15:00:00,2025-05-23 01:00:00,2025-05-23 05:27:26,1.04,已完工,油压,BUM
WO-2024-005696,DUO-014,C018,李尔,364,P0,2024-05-21 10:00:00,2024-05-23 01:00:00,2024-05-23 00:54:49,2.7,已完工,双色,DUO
WO-2024-005697,TLP-020,C009,路特斯,299,P1,2024-10-24 14:00:00,2024-10-29 03:00:00,2024-10-29 08:22:09,5.7,已完工,双色,TLP
WO-2025-005698,DRH-022,C002,本田技研,132,P2,2025-12-01 12:00:00,2025-12-08 20:00:00,2025-12-08 12:00:12,0.84,已完工,全电动,DRH
WO-2025-005699,BUM-010,C012,蔚来汽车,184,P2,2025-01-18 16:00:00,2025-01-23 05:00:00,,0.39,已取消,油压,BUM
WO-2026-005700,TLP-007,C003,伟世通,964,P2,2026-03-12 11:00:00,2026-03-22 09:00:00,,1.07,加工中,双色,TLP
WO-2024-005701,DUO-017,C011,理想汽车,2000,P2,2024-06-25 16:00:00,2024-06-29 19:00:00,2024-06-29 11:40:16,5.91,已完工,双色,DUO
WO-2024-005702,HND-018,C003,伟世通,118,P2,2024-11-15 14:00:00,2024-11-22 00:00:00,2024-11-21 18:53:50,0.15,已完工,油压,HND
WO-2025-005703,VEN-004,C018,李尔,399,P2,2025-10-17 18:00:00,2025-10-23 12:00:00,2025-10-23 14:51:09,0.58,已完工,全电动,VEN
WO-2025-005704,TLM-009,C012,蔚来汽车,115,P1,2025-02-28 13:00:00,2025-03-03 04:00:00,,0.12,加工中,油压,TLM
WO-2024-005705,WLC-012,C010,极氪,80,P1,2024-10-01 15:00:00,2024-10-04 18:00:00,2024-10-04 16:31:15,0.56,已完工,双色,WLC
WO-2024-005706,WLC-018,C005,比亚迪,54,P2,2024-01-17 08:00:00,2024-01-21 20:00:00,2024-01-21 14:47:43,0.16,已完工,双色,WLC
WO-2026-005707,BUM-020,C020,采埃孚,104,P2,2026-01-31 11:00:00,2026-02-09 02:00:00,2026-02-08 20:12:31,0.24,已完工,油压,BUM
WO-2024-005708,DUO-010,C018,李尔,416,P1,2024-12-22 08:00:00,2024-12-24 20:00:00,,0.38,加工中,双色,DUO
WO-2024-005709,LFR-021,C007,零跑汽车,84,P2,2024-10-04 14:00:00,2024-10-11 21:00:00,2024-10-11 19:29:16,0.96,已完工,两板,LFR
WO-2025-005710,DRH-027,C002,本田技研,183,P2,2025-11-30 09:00:00,2025-12-09 00:00:00,2025-12-08 12:28:21,0.32,已完工,全电动,DRH
WO-2024-005711,LRB-020,C014,阿维塔,268,P1,2024-01-14 14:00:00,2024-01-19 11:00:00,2024-01-19 01:58:46,0.33,已完工,两板,LRB
WO-2026-005712,LFR-005,C010,极氪,62,P1,2026-01-25 15:00:00,2026-01-29 01:00:00,2026-01-29 00:22:53,0.25,已完工,两板,LFR
WO-2025-005713,HND-025,C017,麦格纳,397,P2,2025-02-28 13:00:00,2025-03-06 11:00:00,2025-03-06 00:17:38,2.3,已完工,油压,HND
WO-2026-005714,WLC-013,C017,麦格纳,150,P2,2026-02-08 16:00:00,2026-02-18 04:00:00,2026-02-17 23:32:44,0.31,已完工,双色,WLC
WO-2024-005715,VEN-023,C008,岚图汽车,204,P2,2024-09-22 11:00:00,2024-10-02 10:00:00,,2.29,待开工,全电动,VEN
WO-2026-005716,BUM-013,C020,采埃孚,155,P1,2026-01-09 09:00:00,2026-01-11 19:00:00,,0.36,待开工,油压,BUM
WO-2025-005717,DRH-022,C009,路特斯,1888,P2,2025-02-02 09:00:00,2025-02-11 00:00:00,2025-02-10 14:49:46,13.39,已完工,全电动,DRH
WO-2025-005718,BUM-027,C018,李尔,266,P1,2025-10-21 17:00:00,2025-10-25 06:00:00,2025-10-25 02:11:54,4.6,已完工,油压,BUM
WO-2024-005719,LRB-004,C001,东风彼欧,50,P0,2024-01-10 13:00:00,2024-01-11 14:00:00,2024-01-11 15:14:22,0.19,已完工,两板,LRB
WO-2024-005720,HND-001,C002,本田技研,715,P1,2024-07-21 18:00:00,2024-07-24 04:00:00,2024-07-24 07:59:52,1.75,已完工,油压,HND
WO-2025-005721,LRB-017,C017,麦格纳,59,P2,2025-11-19 18:00:00,2025-11-26 10:00:00,2025-11-26 07:00:46,0.63,已完工,两板,LRB
WO-2025-005722,WLC-023,C007,零跑汽车,70,P2,2025-11-26 17:00:00,2025-12-05 14:00:00,2025-12-05 17:49:39,0.19,已完工,双色,WLC
WO-2024-005723,CUP-020,C020,采埃孚,50,P0,2024-12-22 08:00:00,2024-12-23 08:00:00,2024-12-23 02:58:13,0.11,已完工,全电动,CUP
WO-2025-005724,TLP-013,C012,蔚来汽车,50,P2,2025-12-17 10:00:00,2025-12-21 19:00:00,2025-12-21 07:40:54,0.09,已完工,双色,TLP
WO-2025-005725,DUO-021,C010,极氪,275,P1,2025-01-04 14:00:00,2025-01-09 12:00:00,2025-01-09 01:09:12,0.41,已完工,双色,DUO
WO-2024-005726,VEN-009,C001,东风彼欧,461,P2,2024-02-06 18:00:00,2024-02-15 06:00:00,2024-02-15 10:42:39,4.04,已完工,全电动,VEN
WO-2024-005727,LFR-004,C017,麦格纳,329,P2,2024-12-13 16:00:00,2024-12-21 18:00:00,,0.96,待开工,两板,LFR
WO-2024-005728,VEN-011,C012,蔚来汽车,195,P2,2024-05-17 11:00:00,2024-05-25 17:00:00,2024-05-25 08:05:13,3.17,已完工,全电动,VEN
WO-2026-005729,BUM-015,C008,岚图汽车,123,P0,2026-03-27 08:00:00,2026-03-28 13:00:00,2026-03-28 17:38:25,0.5,已完工,油压,BUM
WO-2026-005730,VEN-030,C012,蔚来汽车,554,P2,2026-02-02 10:00:00,2026-02-11 07:00:00,2026-02-11 12:08:42,2.8,已完工,全电动,VEN
WO-2024-005731,TLP-015,C019,布雷博,285,P2,2024-07-09 08:00:00,2024-07-17 02:00:00,,0.68,已取消,双色,TLP
WO-2024-005732,VEN-006,C007,零跑汽车,211,P2,2024-08-16 14:00:00,2024-08-23 04:00:00,2024-08-23 09:09:54,0.71,已完工,全电动,VEN
WO-2024-005733,WLC-008,C012,蔚来汽车,255,P2,2024-05-30 11:00:00,2024-06-09 05:00:00,2024-06-09 09:03:16,0.12,已完工,双色,WLC
WO-2024-005734,LRB-012,C012,蔚来汽车,690,P0,2024-02-08 15:00:00,2024-02-09 11:00:00,2024-02-09 08:24:10,0.52,已完工,两板,LRB
WO-2024-005735,LRB-019,C018,李尔,558,P1,2024-06-08 18:00:00,2024-06-12 02:00:00,2024-06-11 14:27:48,0.51,已完工,两板,LRB
WO-2024-005736,BUM-024,C015,马瑞利,340,P2,2024-06-28 18:00:00,2024-07-05 18:00:00,2024-07-05 19:10:42,1.79,已完工,油压,BUM
WO-2024-005737,VEN-003,C017,麦格纳,62,P2,2024-09-15 13:00:00,2024-09-23 00:00:00,2024-09-22 19:13:13,0.43,已完工,全电动,VEN
WO-2024-005738,TLM-020,C001,东风彼欧,69,P2,2024-12-23 12:00:00,2024-12-28 03:00:00,2024-12-27 16:20:57,0.02,已完工,油压,TLM
WO-2025-005739,VEN-027,C003,伟世通,50,P1,2025-03-17 11:00:00,2025-03-21 01:00:00,2025-03-21 02:12:55,0.46,已完工,全电动,VEN
WO-2024-005740,LFR-012,C008,岚图汽车,391,P2,2024-09-16 16:00:00,2024-09-22 18:00:00,,2.74,待开工,两板,LFR
WO-2024-005741,LFR-008,C017,麦格纳,242,P0,2024-02-28 18:00:00,2024-03-01 03:00:00,2024-02-29 21:29:19,0.07,已完工,两板,LFR
WO-2025-005742,VEN-025,C014,阿维塔,207,P2,2025-01-03 09:00:00,2025-01-07 15:00:00,2025-01-07 03:18:09,0.76,已完工,全电动,VEN
WO-2025-005743,CUP-022,C002,本田技研,234,P2,2025-10-01 10:00:00,2025-10-08 16:00:00,2025-10-08 08:06:48,0.25,已完工,全电动,CUP
WO-2025-005744,HND-023,C012,蔚来汽车,156,P1,2025-06-05 16:00:00,2025-06-08 22:00:00,2025-06-08 19:14:13,1.61,已完工,油压,HND
WO-2025-005745,DUO-003,C014,阿维塔,159,P1,2025-05-19 12:00:00,2025-05-24 02:00:00,2025-05-23 17:49:56,0.77,已完工,双色,DUO
WO-2025-005746,TLM-028,C011,理想汽车,307,P2,2025-06-15 10:00:00,2025-06-20 12:00:00,2025-06-20 08:21:46,0.6,已完工,油压,TLM
WO-2025-005747,CUP-016,C010,极氪,613,P1,2025-10-29 08:00:00,2025-11-02 10:00:00,2025-11-02 08:11:18,0.41,已完工,全电动,CUP
WO-2024-005748,WLC-005,C001,东风彼欧,71,P1,2024-04-14 16:00:00,2024-04-18 23:00:00,2024-04-19 02:56:26,0.03,已完工,双色,WLC
WO-2024-005749,HND-019,C016,安波福,197,P1,2024-08-08 15:00:00,2024-08-13 05:00:00,2024-08-13 00:38:18,0.3,已完工,油压,HND
WO-2025-005750,VEN-002,C020,采埃孚,50,P0,2025-12-21 08:00:00,2025-12-23 00:00:00,2025-12-22 20:50:23,0.21,已完工,全电动,VEN
WO-2024-005751,CUP-029,C020,采埃孚,147,P2,2024-04-12 12:00:00,2024-04-17 08:00:00,2024-04-16 20:34:31,0.71,已完工,全电动,CUP
WO-2025-005752,LRB-010,C004,佛吉亚,53,P0,2025-08-11 18:00:00,2025-08-12 16:00:00,2025-08-12 04:07:58,0.3,已完工,两板,LRB
WO-2025-005753,LRB-019,C006,小鹏汽车,372,P2,2025-01-27 15:00:00,2025-02-03 17:00:00,2025-02-03 10:02:05,0.32,已完工,两板,LRB
WO-2024-005754,LFR-008,C015,马瑞利,50,P1,2024-07-27 16:00:00,2024-07-30 23:00:00,2024-07-30 12:13:44,0.02,已完工,两板,LFR
WO-2024-005755,VEN-015,C003,伟世通,307,P1,2024-02-17 17:00:00,2024-02-20 12:00:00,2024-02-20 14:44:51,2.55,已完工,全电动,VEN
WO-2025-005756,WLC-017,C018,李尔,271,P1,2025-10-12 08:00:00,2025-10-16 04:00:00,,0.37,待开工,双色,WLC
WO-2024-005757,DRH-008,C005,比亚迪,66,P2,2024-06-17 09:00:00,2024-06-23 07:00:00,2024-06-23 11:07:44,0.28,已完工,全电动,DRH
WO-2026-005758,TLP-023,C014,阿维塔,402,P2,2026-03-17 18:00:00,2026-03-27 02:00:00,2026-03-27 04:11:55,1.56,已完工,双色,TLP
WO-2025-005759,DRH-025,C005,比亚迪,1358,P0,2025-01-11 08:00:00,2025-01-12 08:00:00,,7.59,待开工,全电动,DRH
WO-2024-005760,WLC-005,C019,布雷博,125,P0,2024-03-01 13:00:00,2024-03-03 11:00:00,2024-03-03 02:29:52,0.06,已完工,双色,WLC
WO-2026-005761,HND-020,C013,问界,59,P2,2026-01-12 18:00:00,2026-01-17 05:00:00,,0.55,待开工,油压,HND
WO-2025-005762,TLM-026,C020,采埃孚,217,P2,2025-12-04 14:00:00,2025-12-14 06:00:00,2025-12-13 22:09:30,0.31,已完工,油压,TLM
WO-2025-005763,DRH-005,C016,安波福,180,P2,2025-09-04 12:00:00,2025-09-13 16:00:00,2025-09-13 07:04:07,0.76,已完工,全电动,DRH
WO-2024-005764,HND-014,C012,蔚来汽车,63,P2,2024-01-22 12:00:00,2024-02-01 05:00:00,,0.06,待开工,油压,HND
WO-2026-005765,WLC-002,C010,极氪,1208,P2,2026-02-03 17:00:00,2026-02-11 17:00:00,2026-02-11 08:37:22,4.46,已完工,双色,WLC
WO-2024-005766,BUM-016,C017,麦格纳,79,P2,2024-07-26 08:00:00,2024-08-02 21:00:00,2024-08-02 13:39:15,1.54,已完工,油压,BUM
WO-2024-005767,HND-004,C014,阿维塔,351,P1,2024-11-30 12:00:00,2024-12-04 09:00:00,2024-12-04 10:34:05,5.05,已完工,油压,HND
WO-2024-005768,BUM-021,C006,小鹏汽车,448,P0,2024-09-01 11:00:00,2024-09-03 09:00:00,,7.91,待开工,油压,BUM
WO-2025-005769,CUP-014,C011,理想汽车,545,P2,2025-08-10 12:00:00,2025-08-16 08:00:00,,0.62,待开工,全电动,CUP
WO-2024-005770,WLC-022,C019,布雷博,935,P2,2024-09-19 11:00:00,2024-09-29 07:00:00,2024-09-29 05:27:59,2.12,已完工,双色,WLC
WO-2024-005771,DRH-024,C006,小鹏汽车,450,P1,2024-12-04 10:00:00,2024-12-06 11:00:00,2024-12-05 23:43:13,0.61,已完工,全电动,DRH
WO-2026-005772,TLP-005,C004,佛吉亚,177,P1,2026-02-10 17:00:00,2026-02-14 07:00:00,2026-02-14 03:32:35,0.16,已完工,双色,TLP
WO-2024-005773,WLC-025,C012,蔚来汽车,131,P1,2024-09-12 16:00:00,2024-09-15 16:00:00,2024-09-15 07:15:10,0.64,已完工,双色,WLC
WO-2024-005774,CUP-002,C014,阿维塔,597,P1,2024-02-06 18:00:00,2024-02-10 05:00:00,,7.08,待开工,全电动,CUP
WO-2024-005775,TLM-002,C012,蔚来汽车,62,P2,2024-06-25 17:00:00,2024-07-03 11:00:00,2024-07-03 15:46:00,0.18,已完工,油压,TLM
WO-2024-005776,VEN-017,C012,蔚来汽车,50,P2,2024-12-06 18:00:00,2024-12-14 18:00:00,2024-12-14 11:00:00,0.16,已完工,全电动,VEN
WO-2025-005777,LRB-008,C008,岚图汽车,230,P0,2025-11-12 17:00:00,2025-11-14 14:00:00,2025-11-14 19:43:35,0.33,已完工,两板,LRB
WO-2026-005778,VEN-010,C013,问界,203,P2,2026-01-19 12:00:00,2026-01-26 13:00:00,2026-01-26 09:46:13,1.23,已完工,全电动,VEN
WO-2025-005779,DUO-008,C016,安波福,279,P2,2025-02-05 16:00:00,2025-02-10 13:00:00,2025-02-10 01:18:15,0.94,已完工,双色,DUO
WO-2024-005780,LRB-006,C017,麦格纳,69,P2,2024-01-01 15:00:00,2024-01-07 15:00:00,2024-01-07 07:40:31,0.02,已完工,两板,LRB
WO-2025-005781,VEN-008,C005,比亚迪,145,P1,2025-10-16 15:00:00,2025-10-20 19:00:00,2025-10-20 19:30:11,1.31,已完工,全电动,VEN
WO-2024-005782,DUO-012,C012,蔚来汽车,150,P0,2024-03-19 12:00:00,2024-03-20 08:00:00,2024-03-20 01:38:05,0.33,已完工,双色,DUO
WO-2024-005783,BUM-020,C007,零跑汽车,241,P2,2024-08-29 08:00:00,2024-09-04 05:00:00,2024-09-04 04:18:07,0.59,已完工,油压,BUM
WO-2024-005784,TLP-018,C007,零跑汽车,56,P0,2024-04-12 12:00:00,2024-04-14 00:00:00,2024-04-14 04:56:27,0.38,已完工,双色,TLP
WO-2025-005785,LRB-017,C012,蔚来汽车,116,P1,2025-05-30 15:00:00,2025-06-03 08:00:00,2025-06-02 21:15:06,1.28,已完工,两板,LRB
WO-2024-005786,VEN-012,C020,采埃孚,88,P2,2024-01-20 12:00:00,2024-01-29 20:00:00,2024-01-29 18:59:25,0.45,已完工,全电动,VEN
WO-2025-005787,HND-022,C015,马瑞利,183,P0,2025-11-21 11:00:00,2025-11-22 14:00:00,2025-11-22 17:32:10,0.48,已完工,油压,HND
WO-2025-005788,TLP-010,C003,伟世通,471,P2,2025-02-25 11:00:00,2025-03-05 20:00:00,,0.93,待开工,双色,TLP
WO-2024-005789,VEN-021,C015,马瑞利,90,P1,2024-12-12 17:00:00,2024-12-17 10:00:00,2024-12-17 11:56:45,1.55,已完工,全电动,VEN
WO-2025-005790,TLP-022,C007,零跑汽车,252,P0,2025-03-15 10:00:00,2025-03-17 01:00:00,2025-03-17 06:49:04,1.68,已完工,双色,TLP
WO-2025-005791,HND-024,C019,布雷博,88,P2,2025-09-10 09:00:00,2025-09-15 16:00:00,,0.26,待开工,油压,HND
WO-2025-005792,TLM-003,C002,本田技研,116,P0,2025-08-28 11:00:00,2025-08-29 23:00:00,2025-08-30 00:18:07,0.46,已完工,油压,TLM
WO-2024-005793,LFR-018,C012,蔚来汽车,228,P1,2024-07-17 10:00:00,2024-07-21 11:00:00,,0.7,加工中,两板,LFR
WO-2025-005794,HND-004,C016,安波福,50,P2,2025-07-30 18:00:00,2025-08-06 13:00:00,,0.7,待开工,油压,HND
WO-2025-005795,TLP-008,C020,采埃孚,243,P2,2025-05-08 11:00:00,2025-05-15 06:00:00,2025-05-14 20:24:23,0.28,已完工,双色,TLP
WO-2024-005796,DUO-018,C018,李尔,171,P2,2024-05-06 12:00:00,2024-05-14 10:00:00,2024-05-14 09:17:39,0.32,已完工,双色,DUO
WO-2025-005797,DUO-019,C008,岚图汽车,131,P1,2025-08-24 08:00:00,2025-08-26 13:00:00,2025-08-26 15:07:02,0.69,已完工,双色,DUO
WO-2025-005798,DRH-015,C005,比亚迪,50,P2,2025-10-02 17:00:00,2025-10-08 05:00:00,2025-10-07 19:13:10,0.16,已完工,全电动,DRH
WO-2025-005799,BUM-001,C002,本田技研,94,P2,2025-04-06 08:00:00,2025-04-14 09:00:00,2025-04-13 21:46:37,0.12,已完工,油压,BUM
